special_token_size	2
token_size	10506
singleton_size	0
singleton_max_count	1
1840	works	35
1841	presented	35
1842	captured	35
1843	allegations	35
1844	circles	35
1845	powers	35
1846	welcomes	35
1847	counting	35
1848	renewed	35
1849	expression	35
1850	courts	35
1851	globe	35
1852	kept	35
1853	gun	35
1854	inauguration	35
1855	promises	35
1856	powerful	35
1857	save	35
1858	neither	35
1859	extended	35
1860	returned	35
1861	suspect	35
1862	cast	35
1863	mere	35
1864	navy	35
1865	ramallah	35
1866	personnel	35
1867	fuel	35
1868	presumably	35
1869	born	35
1870	hussein	35
1871	phone	35
1872	resignation	35
1873	neighbors	35
1874	occupying	35
1875	neighborhood	35
1876	suicide	35
1877	arabs	35
1878	worse	35
1879	goes	35
1880	questioned	35
1881	previous	35
1882	resolutions	35
1883	eye	35
1884	trust	35
1885	ben	35
1886	regions	35
1887	unable	35
1888	angry	35
1889	voter	35
1890	relevant	35
1891	feels	35
1892	assessment	35
1893	criteria	35
1894	covered	35
1895	played	35
1896	okay	35
1897	gives	35
1898	science	35
1899	video	35
1900	treating	35
1901	traditional	35
1902	sort	35
1903	favorite	35
1904	costello	35
1905	obvious	35
1906	marine	35
1907	low	35
1908	striking	35
1909	encouraged	35
1910	expectations	35
1911	citizen	35
1912	existing	35
1913	contrary	35
1914	europeans	35
1915	greenpeace	35
1916	agriculture	35
1917	separatists	35
1918	risk	35
1919	fit	35
1920	pakistani	35
1921	telerate	35
1922	milton	35
1923	shareholder	35
1924	restructuring	35
1925	flores	35
1926	parmentier	35
1927	courtaulds	35
1928	prodi	34
1929	undermine	32
1930	acceptable	32
1931	mutual	32
1932	counterpart	32
1933	presidents	32
1934	hearing	32
1935	attacked	31
1936	cent	30
1937	drugs	30
1938	paris	30
1939	dependent	30
1940	causing	30
1941	tactics	30
1942	speed	30
1943	rival	30
1944	readiness	30
1945	accusing	30
1946	rebels	30
1947	represent	30
1948	finding	30
1949	draw	30
1950	language	30
1951	southeast	30
1952	chang	30
1953	huge	30
1954	shoot	30
1955	targeted	30
1956	referred	30
1957	peacefully	30
1958	spoke	30
1959	gained	30
1960	protected	30
1961	sympathy	30
1962	victims	30
1963	curb	30
1964	intifadah	30
1965	injustice	30
1966	standing	30
1967	neighboring	30
1968	noting	30
1969	vatican	30
1970	judging	30
1971	mofa	30
1972	eastern	30
1973	links	30
1974	pursued	30
1975	joined	30
1976	civilized	30
1977	chechen	30
1978	usama	30
1979	understood	30
1980	reasonable	30
1981	ratified	30
1982	ministerial	30
1983	stood	30
1984	abroad	30
1985	sea	30
1986	eventually	30
1987	pass	30
1988	strikes	30
1989	bombing	30
1990	maria	30
1991	placed	30
1992	explained	30
1993	musharraf	30
1994	doha	30
1995	withdraw	30
1996	withdrawal	30
1997	climatic	30
1998	devastating	30
1999	statistics	30
2000	philippine	30
2001	wife	30
2002	hostile	30
2003	pnp	30
2004	ignored	30
2005	previously	30
2006	safe	30
2007	knows	30
2008	universal	30
2009	creating	30
2010	cutting	30
2011	technologies	30
2012	fears	30
2013	employees	30
2014	possibly	30
2015	persuade	30
2016	intention	30
2017	duty	30
2018	firms	30
2019	fresh	30
2020	choose	30
2021	complaint	30
2022	persons	30
2023	legitimacy	30
2024	units	30
2025	optimistic	30
2026	insisted	30
2027	resolution	30
2028	fifth	30
2029	changed	30
2030	announcement	30
2031	orders	30
2032	heavy	30
2033	declaration	30
2034	addressing	30
2035	henrique	30
2036	served	30
2037	defended	30
2038	wave	30
2039	allowing	30
2040	room	30
2041	scientist	30
2042	premier	30
2043	stoiber	30
2044	cdu	30
2045	sister	30
2046	candidate	30
2047	refusal	30
2048	hold	30
2049	enjoyed	30
2050	instance	30
2051	listed	30
2052	rocket	30
2053	commercial	30
2054	discussed	30
2055	qa	30
2056	adviser	30
2057	purpose	30
2058	missions	30
2059	confrontation	30
2060	couple	30
2061	jewish	30
2062	chien	30
2063	junichiro	30
2064	single	30
2065	thinks	30
2066	numbers	30
2067	investments	30
2068	repeated	30
2069	false	30
2070	illegitimate	30
2071	historical	30
2072	effectively	30
2073	norway	30
2074	ambassadors	30
2075	exhibition	30
2076	useful	30
2077	pointing	30
2078	gave	30
2079	pollution	30
2080	formally	30
2081	barcelona	30
2082	oau	30
2083	transparent	30
2084	systematic	30
2085	stolen	30
2086	howard	30
2087	describing	30
2088	sworn	30
2089	strength	30
2090	olusegun	30
2091	reduced	30
2092	rigging	30
2093	appeal	30
2094	suspended	30
2095	bid	30
2096	proper	30
2097	echoed	30
2098	represented	30
2099	port	30
2100	jakarta	30
2101	proof	30
2102	bar	30
2103	promise	30
2104	destroy	30
2105	authority	30
2106	protesting	30
2107	road	30
2108	protesters	30
2109	respecting	30
2110	chechnya	30
2111	obtain	30
2112	fidel	30
2113	managed	30
2114	tribunal	30
2115	permanent	30
2116	writing	30
2117	rest	30
2118	appreciate	30
2119	impression	30
2120	borders	30
2121	controlling	30
2122	failure	30
2123	appointment	30
2124	commissioners	30
2125	syed	30
2126	hamid	30
2127	unfair	30
2128	acknowledge	30
2129	radical	30
2130	intentions	30
2131	interfere	30
2132	lines	30
2133	treason	30
2134	imposing	30
2135	pulled	30
2136	historic	30
2137	slow	30
2138	proved	30
2139	rising	30
2140	search	30
2141	popular	30
2142	unprecedented	30
2143	double	30
2144	linked	30
2145	q	30
2146	disagree	30
2147	welcome	30
2148	regimes	30
2149	chain	30
2150	beyond	30
2151	guards	30
2152	islam	30
2153	hate	30
2154	regular	30
2155	elsewhere	30
2156	learn	30
2157	strongholds	30
2158	accusations	30
2159	changing	30
2160	isolation	30
2161	gets	30
2162	worry	30
2163	ordered	30
2164	charter	30
2165	talked	30
2166	constructive	30
2167	succeeded	30
2168	brian	30
2169	hear	30
2170	clean	30
2171	wrote	30
2172	eight	30
2173	age	30
2174	david	30
2175	holds	30
2176	beautiful	30
2177	engineers	30
2178	figure	30
2179	headline	30
2180	sun	30
2181	paul	30
2182	reiterated	30
2183	fighting	30
2184	passed	30
2185	bases	30
2186	intensity	30
2187	practice	30
2188	rhetoric	30
2189	politically	30
2190	suggests	30
2191	requires	30
2192	proposes	30
2193	account	30
2194	moving	30
2195	models	30
2196	guarantee	30
2197	series	30
2198	firmly	30
2199	helped	30
2200	employment	30
2201	trained	30
2202	stories	30
2203	st	30
2204	zip	30
2205	ended	30
2206	raising	30
2207	sincerely	30
2208	county	30
2209	mccoy	30
2210	entity	30
2211	specific	30
2212	rulers	30
2213	wash	30
2214	choice	30
2215	exist	30
2216	tender	30
2217	fiscal	30
2218	estimated	30
2219	mesa	30
2220	savings	30
2221	italian	30
2222	dollar	30
2223	operate	30
2224	extremist	30
2225	currency	30
2226	el	30
2227	prosecutors	30
2228	broaddrick	30
2229	dpc	30
2230	computers	30
2231	illusion	30
2232	peso	30
2233	nestle	30
2234	aznar	29
2235	instruments	27
2236	convinced	27
2237	emphasize	27
2238	scale	27
2239	processes	27
2240	shared	27
2241	supporter	27
2242	attempts	27
2243	quality	26
2244	sponsor	26
2245	patient	25
2246	suffering	25
2247	businessmen	25
2248	restrictions	25
2249	trend	25
2250	magazine	25
2251	purely	25
2252	complaints	25
2253	facilities	25
2254	intend	25
2255	ranking	25
2256	resources	25
2257	difficulties	25
2258	reuters	25
2259	below	25
2260	seeks	25
2261	anniversary	25
2262	playing	25
2263	chose	25
2264	lin	25
2265	allows	25
2266	liberation	25
2267	towns	25
2268	regardless	25
2269	suffered	25
2270	sites	25
2271	homes	25
2272	fbi	25
2273	travel	25
2274	interpol	25
2275	refusing	25
2276	property	25
2277	preparing	25
2278	formal	25
2279	watching	25
2280	dramatic	25
2281	indicate	25
2282	ally	25
2283	nice	25
2284	aside	25
2285	context	25
2286	quick	25
2287	background	25
2288	celebration	25
2289	truth	25
2290	cold	25
2291	officially	25
2292	thanks	25
2293	agricultural	25
2294	foundation	25
2295	opportunities	25
2296	ranks	25
2297	ending	25
2298	senator	25
2299	jean	25
2300	taleban	25
2301	uzbekistan	25
2302	applied	25
2303	relief	25
2304	multilateral	25
2305	sudanese	25
2306	tactic	25
2307	separately	25
2308	reflects	25
2309	supposed	25
2310	comprehensive	25
2311	marrakech	25
2312	delivered	25
2313	capacity	25
2314	explanation	25
2315	alarm	25
2316	represents	25
2317	outlook	25
2318	contrast	25
2319	picture	25
2320	belonged	25
2321	nationals	25
2322	economics	25
2323	priorities	25
2324	improving	25
2325	freedoms	25
2326	compromise	25
2327	efficient	25
2328	tackle	25
2329	danger	25
2330	fourth	25
2331	maintains	25
2332	mandatory	25
2333	seoul	25
2334	strengthen	25
2335	nov	25
2336	rebellion	25
2337	connection	25
2338	followers	25
2339	jail	25
2340	prosecution	25
2341	camps	25
2342	advance	25
2343	exercised	25
2344	belgian	25
2345	suit	25
2346	extend	25
2347	attend	25
2348	completely	25
2349	apart	25
2350	prior	25
2351	biological	25
2352	carry	25
2353	declaring	25
2354	ihrc	25
2355	experience	25
2356	wars	25
2357	mary	25
2358	monitors	25
2359	urging	25
2360	killing	25
2361	invitation	25
2362	jiang	25
2363	membership	25
2364	thrust	25
2365	throw	25
2366	stressing	25
2367	solve	25
2368	smuggling	25
2369	commented	25
2370	advised	25
2371	continent	25
2372	eyes	25
2373	chirac	25
2374	monetary	25
2375	uncertainty	25
2376	exciting	25
2377	looked	25
2378	circumstances	25
2379	facility	25
2380	dissatisfaction	25
2381	surge	25
2382	brand	25
2383	rose	25
2384	hot	25
2385	phrase	25
2386	ii	25
2387	regards	25
2388	chemical	25
2389	ida	25
2390	feb	25
2391	charging	25
2392	publicly	25
2393	hostility	25
2394	proliferation	25
2395	comments	25
2396	settle	25
2397	burden	25
2398	desperate	25
2399	punish	25
2400	romania	25
2401	plant	25
2402	generation	25
2403	judiciary	25
2404	visited	25
2405	proceed	25
2406	competitiveness	25
2407	prosperity	25
2408	ceremony	25
2409	modern	25
2410	preventing	25
2411	juneidi	25
2412	loudly	25
2413	nigerian	25
2414	announce	25
2415	assistant	25
2416	substantially	25
2417	heads	25
2418	acknowledged	25
2419	drought	25
2420	islamabad	25
2421	fighter	25
2422	shortly	25
2423	vowed	25
2424	instability	25
2425	farms	25
2426	thabo	25
2427	branch	25
2428	decline	25
2429	campaigning	25
2430	follows	25
2431	credibility	25
2432	appeared	25
2433	reject	25
2434	swiss	25
2435	running	25
2436	reverse	25
2437	malinga	25
2438	christmas	25
2439	objections	25
2440	infrastructure	25
2441	degree	25
2442	launching	25
2443	adhere	25
2444	humankind	25
2445	routine	25
2446	disastrous	25
2447	overall	25
2448	solidarity	25
2449	clashes	25
2450	consideration	25
2451	uses	25
2452	strictly	25
2453	moral	25
2454	collectively	25
2455	rebel	25
2456	exert	25
2457	game	25
2458	criminals	25
2459	improve	25
2460	corruption	25
2461	comparable	25
2462	task	25
2463	affected	25
2464	smaller	25
2465	abdullah	25
2466	insurance	25
2467	spending	25
2468	parents	25
2469	confirms	25
2470	besides	25
2471	baghdad	25
2472	ramdas	25
2473	whereas	25
2474	mahathir	25
2475	acting	25
2476	condoleezza	25
2477	legislative	25
2478	wing	25
2479	transfer	25
2480	aware	25
2481	cover	25
2482	punishment	25
2483	grand	25
2484	farmers	25
2485	reference	25
2486	pretext	25
2487	class	25
2488	aides	25
2489	inhuman	25
2490	criticizing	25
2491	accuses	25
2492	wording	25
2493	data	25
2494	egypt	25
2495	surprised	25
2496	indication	25
2497	hide	25
2498	restore	25
2499	gross	25
2500	facts	25
2501	sit	25
2502	grow	25
2503	scared	25
2504	pictures	25
2505	created	25
2506	seemed	25
2507	michel	25
2508	losing	25
2509	veteran	25
2510	hundreds	25
2511	ballot	25
2512	spirit	25
2513	individuals	25
2514	captives	25
2515	a.	25
2516	managers	25
2517	violating	25
2518	career	25
2519	wear	25
2520	opening	25
2521	reflected	25
2522	partnership	25
2523	miles	25
2524	explains	25
2525	embargo	25
2526	cleared	25
2527	marines	25
2528	named	25
2529	guard	25
2530	snipers	25
2531	obviously	25
2532	competent	25
2533	receiving	25
2534	frank	25
2535	attending	25
2536	chretien	25
2537	isolated	25
2538	ottawa	25
2539	reads	25
2540	politics	25
2541	holiday	25
2542	brasil	25
2543	discontent	25
2544	reading	25
2545	slower	25
2546	kingdom	25
2547	institutional	25
2548	exists	25
2549	highly	25
2550	investing	25
2551	speaker	25
2552	invest	25
2553	interference	25
2554	simple	25
2555	expanding	25
2556	anti-terror	25
2557	positions	25
2558	pleasant	25
2559	healthy	25
2560	tough	25
2561	adults	25
2562	sisters	25
2563	girls	25
2564	aol	25
2565	roughly	25
2566	urgent	25
2567	respond	25
2568	jews	25
2569	brother	25
2570	younger	25
2571	liked	25
2572	berryhill	25
2573	thrift	25
2574	holders	25
2575	income	25
2576	dispute	25
2577	stateswest	25
2578	takeover	25
2579	intent	25
2580	jones	25
2581	revenue	25
2582	rjr	25
2583	profits	25
2584	creation	25
2585	genoa	25
2586	responding	25
2587	shameful	25
2588	mercosur	25
2589	salvador	25
2590	refugees	25
2591	tonight	25
2592	eduardo	25
2593	bye	25
2594	securities	25
2595	schwarz	25
2596	dna	25
2597	polled	25
2598	administrations	25
2599	sachs	25
2600	hameed	25
2601	gul	25
2602	aegean	25
2603	poughkeepsie	25
2604	method	24
2605	resorting	22
2606	emphasizes	22
2607	thanked	22
2608	completed	22
2609	environmentalists	21
2610	patients	20
2611	congo	20
2612	weekly	20
2613	deployment	20
2614	provinces	20
2615	opposite	20
2616	eager	20
2617	witness	20
2618	threaten	20
2619	lebatt	20
2620	father	20
2621	drc	20
2622	merely	20
2623	broke	20
2624	rwanda	20
2625	customers	20
2626	consumers	20
2627	issuing	20
2628	nine	20
2629	attended	20
2630	town	20
2631	militants	20
2632	recession	20
2633	rates	20
2634	provoke	20
2635	excuse	20
2636	strengthening	20
2637	indonesian	20
2638	check	20
2639	requirement	20
2640	gaza	20
2641	janin	20
2642	hoping	20
2643	homeland	20
2644	difference	20
2645	bureau	20
2646	investigation	20
2647	arabic	20
2648	labeling	20
2649	bridge	20
2650	reaffirmed	20
2651	vladimir	20
2652	overthrow	20
2653	familiar	20
2654	actual	20
2655	virtually	20
2656	easy	20
2657	recognized	20
2658	reality	20
2659	delay	20
2660	berlin	20
2661	alive	20
2662	qatar	20
2663	imports	20
2664	skills	20
2665	ransom	20
2666	guerrillas	20
2667	factors	20
2668	limited	20
2669	regain	20
2670	institution	20
2671	cope	20
2672	normal	20
2673	belgium	20
2674	liberal	20
2675	alongside	20
2676	dostum	20
2677	ethnic	20
2678	blood	20
2679	favored	20
2680	profound	20
2681	confront	20
2682	identify	20
2683	approve	20
2684	abduction	20
2685	grim	20
2686	ang	20
2687	wealth	20
2688	extract	20
2689	seizure	20
2690	struck	20
2691	organized	20
2692	joseph	20
2693	pessimistic	20
2694	alarming	20
2695	paint	20
2696	demonstrate	20
2697	traveling	20
2698	qaida	20
2699	philippines	20
2700	hunger	20
2701	promotion	20
2702	maintaining	20
2703	addressed	20
2704	disease	20
2705	rapid	20
2706	morocco	20
2707	temperature	20
2708	gradually	20
2709	promoting	20
2710	chamber	20
2711	commerce	20
2712	co0	20
2713	export	20
2714	match	20
2715	survey	20
2716	replied	20
2717	requirements	20
2718	swift	20
2719	satisfied	20
2720	revolt	20
2721	militant	20
2722	definitely	20
2723	enforce	20
2724	massacres	20
2725	beirut	20
2726	invasion	20
2727	kazakh	20
2728	cis	20
2729	accomplishment	20
2730	causes	20
2731	informed	20
2732	stick	20
2733	treaties	20
2734	unanimous	20
2735	condemnation	20
2736	harbor	20
2737	humanity	20
2738	discrimination	20
2739	established	20
2740	gold	20
2741	qiyue	20
2742	heart	20
2743	cypriots	20
2744	send	20
2745	friendship	20
2746	negotiate	20
2747	vessel	20
2748	initially	20
2749	treat	20
2750	drug	20
2751	crises	20
2752	establishment	20
2753	reporting	20
2754	incumbent	20
2755	ms.	20
2756	carefully	20
2757	drive	20
2758	seized	20
2759	bigger	20
2760	nonetheless	20
2761	obstacles	20
2762	riots	20
2763	scores	20
2764	dead	20
2765	casualties	20
2766	advice	20
2767	deny	20
2768	anyway	20
2769	communist	20
2770	subsidiary	20
2771	assist	20
2772	reagan	20
2773	whoever	20
2774	sees	20
2775	perceived	20
2776	agrees	20
2777	hizbullah	20
2778	requested	20
2779	abbas	20
2780	kinds	20
2781	feb.	20
2782	tour	20
2783	discussion	20
2784	application	20
2785	zones	20
2786	ariel	20
2787	type	20
2788	escape	20
2789	copithorne	20
2790	expressing	20
2791	satellite	20
2792	enable	20
2793	romano	20
2794	notably	20
2795	signal	20
2796	gcep	20
2797	heat	20
2798	slammed	20
2799	reluctance	20
2800	mkapa	20
2801	affair	20
2802	implications	20
2803	equal	20
2804	mandated	20
2805	organisation	20
2806	sa	20
2807	adequately	20
2808	collective	20
2809	violator	20
2810	revealed	20
2811	supremacy	20
2812	blacks	20
2813	closest	20
2814	resettle	20
2815	rejecting	20
2816	intended	20
2817	communique	20
2818	rebuilding	20
2819	spent	20
2820	destiny	20
2821	claiming	20
2822	prevented	20
2823	centers	20
2824	moyo	20
2825	discussions	20
2826	monitor	20
2827	begun	20
2828	veterans	20
2829	ari	20
2830	fleischer	20
2831	guidelines	20
2832	sam	20
2833	priyatna	20
2834	quickly	20
2835	followed	20
2836	meat	20
2837	taiwanese	20
2838	florida	20
2839	twice	20
2840	controlled	20
2841	plane	20
2842	deeply	20
2843	pressing	20
2844	students	20
2845	church	20
2846	zhu	20
2847	annan	20
2848	asset	20
2849	output	20
2850	occasions	20
2851	recognizing	20
2852	dictatorial	20
2853	resign	20
2854	happening	20
2855	carlos	20
2856	cabello	20
2857	leaves	20
2858	reconciliation	20
2859	opponent	20
2860	incapable	20
2861	scope	20
2862	cutbacks	20
2863	jobs	20
2864	integral	20
2865	exactly	20
2866	eliminating	20
2867	breaking	20
2868	satisfaction	20
2869	blame	20
2870	fulfill	20
2871	bustani	20
2872	faces	20
2873	son	20
2874	likes	20
2875	boycott	20
2876	kesas	20
2877	inquiry	20
2878	earned	20
2879	gathering	20
2880	liberties	20
2881	assess	20
2882	pending	20
2883	honest	20
2884	compared	20
2885	harbored	20
2886	advocate	20
2887	thereby	20
2888	campaigns	20
2889	siege	20
2890	forget	20
2891	denounce	20
2892	mps	20
2893	brief	20
2894	ivashev	20
2895	sheer	20
2896	termed	20
2897	capabilities	20
2898	contested	20
2899	guerrilla	20
2900	manipulation	20
2901	mazar	20
2902	rock	20
2903	tortured	20
2904	statues	20
2905	composite	20
2906	giant	20
2907	criticizes	20
2908	mentioned	20
2909	drawn	20
2910	appropriate	20
2911	unusual	20
2912	frustrated	20
2913	witnessed	20
2914	residents	20
2915	unions	20
2916	convince	20
2917	corps	20
2918	lists	20
2919	heard	20
2920	examples	20
2921	killings	20
2922	dozens	20
2923	inaccurate	20
2924	unwarranted	20
2925	defined	20
2926	describe	20
2927	handed	20
2928	cross	20
2929	distinction	20
2930	unfortunately	20
2931	indefinitely	20
2932	\*\*\*	20
2933	watch	20
2934	considers	20
2935	inhumane	20
2936	carrico	20
2937	tensions	20
2938	mwanawasa	20
2939	hailed	20
2940	split	20
2941	limits	20
2942	outcry	20
2943	broadcast	20
2944	assassinate	20
2945	techniques	20
2946	prisoner	20
2947	yes	20
2948	plants	20
2949	humanely	20
2950	winner	20
2951	consulting	20
2952	heritage	20
2953	dream	20
2954	teaching	20
2955	rejection	20
2956	voted	20
2957	rallies	20
2958	t	20
2959	usa	20
2960	demonstrated	20
2961	depending	20
2962	valuable	20
2963	cleaning	20
2964	equivalent	20
2965	crazy	20
2966	c	20
2967	cia	20
2968	decades	20
2969	preference	20
2970	style	20
2971	wanting	20
2972	cited	20
2973	odd	20
2974	moments	20
2975	solved	20
2976	o'keefe	20
2977	budget	20
2978	argue	20
2979	james	20
2980	answering	20
2981	noticed	20
2982	handling	20
2983	cubans	20
2984	manager	20
2985	slightly	20
2986	review	20
2987	respectively	20
2988	comply	20
2989	irregularities	20
2990	achieving	20
2991	appealed	20
2992	deserve	20
2993	advocates	20
2994	baby	20
2995	offers	20
2996	bn	20
2997	expenses	20
2998	brasilia	20
2999	agencia	20
3000	abr	20
3001	principal	20
3002	heights	20
3003	annually	20
3004	obligations	20
3005	asem	20
3006	vietnam	20
3007	kim	20
3008	internationally	20
3009	concept	20
3010	volume	20
3011	suppose	20
3012	dprk	20
3013	interpretation	20
3014	prove	20
3015	sets	20
3016	provides	20
3017	ambitious	20
3018	researchers	20
3019	coordinated	20
3020	average	20
3021	stabilize	20
3022	incentives	20
3023	justify	20
3024	tonnes	20
3025	weak	20
3026	movements	20
3027	cap	20
3028	attitudes	20
3029	decade	20
3030	rich	20
3031	zone	20
3032	spend	20
3033	ideas	20
3034	agencies	20
3035	establishing	20
3036	shivute	20
3037	namibian	20
3038	agreeing	20
3039	studied	20
3040	putschists	20
3041	combined	20
3042	proud	20
3043	cares	20
3044	grill	20
3045	thank	20
3046	caring	20
3047	p.s.	20
3048	relationships	20
3049	jcc	20
3050	presenting	20
3051	adult	20
3052	hence	20
3053	husband	20
3054	e.	20
3055	0:0	20
3056	aircraft	20
3057	returning	20
3058	wondered	20
3059	ultimatum	20
3060	foreigners	20
3061	franks	20
3062	medical	20
3063	ultimately	20
3064	dealt	20
3065	robust	20
3066	b.c.	20
3067	bought	20
3068	assembled	20
3069	travelers	20
3070	worked	20
3071	candy	20
3072	kathy	20
3073	jointly	20
3074	pizza	20
3075	loved	20
3076	teach	20
3077	college	20
3078	myself	20
3079	write	20
3080	machine	20
3081	somebody	20
3082	a-share	20
3083	california	20
3084	financing	20
3085	merger	20
3086	dow	20
3087	approached	20
3088	acquired	20
3089	polly	20
3090	peck	20
3091	nadir	20
3092	funds	20
3093	bomb	20
3094	loan	20
3095	reserves	20
3096	floating	20
3097	intense	20
3098	opponents	20
3099	reaching	20
3100	expense	20
3101	crackdown	20
3102	barrels	20
3103	garcia	20
3104	winne	20
3105	amri	20
3106	lobby	20
3107	convergence	20
3108	judgment	20
3109	sights	20
3110	location	20
3111	buenos	20
3112	aires	20
3113	rodriguez	20
3114	saa	20
3115	ordinary	20
3116	sgt	20
3117	endeavour	20
3118	shuttle	20
3119	supplies	20
3120	rape	20
3121	initial	20
3122	prefer	20
3123	rabinowitz	20
3124	microsoft	20
3125	wonderful	20
3126	disposable	20
3127	buying	20
3128	dataproducts	20
3129	attorneys	20
3130	backing	20
3131	kashgar	20
3132	essential	20
3133	date	20
3134	recommendation	20
3135	daschle	20
3136	cooperative	20
3137	hassan	20
3138	chhanni	20
3139	lawmakers	20
3140	abortion	20
3141	weil	20
3142	collapsed	17
3143	mohammad	17
3144	cuts	17
3145	wished	17
3146	efe	17
3147	pledge	17
3148	johannesburg	17
3149	anticipated	17
3150	add	17
3151	democratically	17
3152	restoration	17
3153	deaths	17
3154	sad	17
3155	knowing	16
3156	provincial	15
3157	severe	15
3158	pains	15
3159	perfect	15
3160	seize	15
3161	attracted	15
3162	factor	15
3163	bear	15
3164	publication	15
3165	concessions	15
3166	trigger	15
3167	masire	15
3168	prepare	15
3169	pursuing	15
3170	lusaka	15
3171	players	15
3172	speaks	15
3173	recall	15
3174	cars	15
3175	suspicions	15
3176	symposium	15
3177	club	15
3178	deeper	15
3179	pushed	15
3180	reluctant	15
3181	endorse	15
3182	crowd	15
3183	immigrants	15
3184	philip	15
3185	opposes	15
3186	thai	15
3187	filipino	15
3188	vietnamese	15
3189	u.n.	15
3190	minimum	15
3191	fishermen	15
3192	confused	15
3193	destroying	15
3194	ongoing	15
3195	falling	15
3196	victim	15
3197	bombardment	15
3198	realized	15
3199	manhattan	15
3200	tragedy	15
3201	ditch	15
3202	sorry	15
3203	drafted	15
3204	description	15
3205	walk	15
3206	euros	15
3207	noble	15
3208	methods	15
3209	organize	15
3210	f.	15
3211	attacking	15
3212	condemns	15
3213	grateful	15
3214	shock	15
3215	slated	15
3216	sponsoring	15
3217	instrumental	15
3218	towers	15
3219	sovereign	15
3220	accordingly	15
3221	complex	15
3222	rare	15
3223	integrated	15
3224	distance	15
3225	chapter	15
3226	sept	15
3227	entirely	15
3228	competitive	15
3229	excessive	15
3230	transport	15
3231	sectors	15
3232	ships	15
3233	mounting	15
3234	oct.	15
3235	researcher	15
3236	situations	15
3237	bet	15
3238	aiming	15
3239	zero	15
3240	mines	15
3241	enterprises	15
3242	relatively	15
3243	implementing	15
3244	lands	15
3245	crush	15
3246	lay	15
3247	assertions	15
3248	serving	15
3249	macapagal	15
3250	crack	15
3251	logical	15
3252	racism	15
3253	diplomat	15
3254	gangs	15
3255	impasse	15
3256	mistaken	15
3257	identity	15
3258	gang	15
3259	lady	15
3260	incident	15
3261	naturally	15
3262	generated	15
3263	staged	15
3264	provoked	15
3265	mongering	15
3266	deterioration	15
3267	thailand	15
3268	conflicts	15
3269	masses	15
3270	duties	15
3271	realization	15
3272	deteriorating	15
3273	passing	15
3274	truly	15
3275	included	15
3276	renewable	15
3277	mechanisms	15
3278	nov.	15
3279	yonhap	15
3280	temporary	15
3281	amounts	15
3282	pressures	15
3283	greatly	15
3284	conform	15
3285	recommend	15
3286	efficiency	15
3287	manila	15
3288	arroyo	15
3289	malaysian	15
3290	lecaros	15
3291	entering	15
3292	counter	15
3293	sayyaf	15
3294	survivors	15
3295	verhaeghe	15
3296	brussels	15
3297	filing	15
3298	hebrew	15
3299	english	15
3300	reveal	15
3301	confirm	15
3302	assume	15
3303	meantime	15
3304	initiated	15
3305	extending	15
3306	promising	15
3307	fallen	15
3308	kazakhstan	15
3309	sidelines	15
3310	scholars	15
3311	balanced	15
3312	correspondent	15
3313	bethlehem	15
3314	sustained	15
3315	dec	15
3316	unilateralism	15
3317	nmd	15
3318	anti-ballistic	15
3319	race	15
3320	occasion	15
3321	donations	15
3322	republican	15
3323	freeze	15
3324	enforcement	15
3325	revision	15
3326	decides	15
3327	bitter	15
3328	hundred	15
3329	envisaged	15
3330	arbitrary	15
3331	honoring	15
3332	recommended	15
3333	religions	15
3334	durban	15
3335	minorities	15
3336	heed	15
3337	strip	15
3338	halt	15
3339	zemin	15
3340	origin	15
3341	fought	15
3342	cypriot	15
3343	dec.	15
3344	spy	15
3345	tv	15
3346	telephoned	15
3347	sota	15
3348	arena	15
3349	looting	15
3350	meetings	15
3351	intermediary	15
3352	posture	15
3353	autonomy	15
3354	economies	15
3355	alert	15
3356	viewed	15
3357	sader	15
3358	peronists	15
3359	slowly	15
3360	weaker	15
3361	burn	15
3362	emerge	15
3363	permit	15
3364	jacques	15
3365	confirmation	15
3366	chairwoman	15
3367	chancellor	15
3368	gerhard	15
3369	schroeder	15
3370	sacrifice	15
3371	candidacy	15
3372	peers	15
3373	ambition	15
3374	waited	15
3375	havana	15
3376	objection	15
3377	existence	15
3378	buildings	15
3379	actively	15
3380	investor	15
3381	subsidy	15
3382	mad	15
3383	cow	15
3384	label	15
3385	grouping	15
3386	deserves	15
3387	hunt	15
3388	implies	15
3389	acquiring	15
3390	funding	15
3391	disclosed	15
3392	contemplating	15
3393	assassination	15
3394	likelihood	15
3395	grown	15
3396	tremendously	15
3397	smoothly	15
3398	cross-strait	15
3399	refuse	15
3400	reprisals	15
3401	tunnels	15
3402	die	15
3403	resistance	15
3404	superior	15
3405	coexistence	15
3406	margin	15
3407	ensured	15
3408	reactor	15
3409	cernavoda	15
3410	contributing	15
3411	stopped	15
3412	unfounded	15
3413	submit	15
3414	revolution	15
3415	publishing	15
3416	vital	15
3417	mrs.	15
3418	technological	15
3419	enhance	15
3420	combating	15
3421	attaches	15
3422	emerged	15
3423	achievements	15
3424	satisfactory	15
3425	italy	15
3426	amman	15
3427	impeding	15
3428	corporation	15
3429	conventions	15
3430	contribute	15
3431	trap	15
3432	champion	15
3433	determine	15
3434	re-elected	15
3435	defending	15
3436	daniel	15
3437	reflection	15
3438	preliminary	15
3439	jerry	15
3440	walter	15
3441	uk	15
